timestamp,value,label,scale_factor,offset_factor,original_ts
5/3/2015,35197.93322,0,2.21,3147,12779.66662
5/4/2015,17925.69953,0,2.21,3147,4964.176258
5/5/2015,32754.20247,0,2.21,3147,11673.90609
5/6/2015,43759.20947,0,2.21,3147,16653.54727
5/7/2015,41793.60944,0,2.21,3147,15764.13549
5/8/2015,37261.56761,0,2.21,3147,13713.43783
5/9/2015,31206.85728,0,2.21,3147,10973.7499
5/10/2015,21906.32264,0,2.21,3147,6765.363183
5/11/2015,26952.97565,0,2.21,3147,9048.916584
5/12/2015,15825.39449,0,2.21,3147,4013.811988
5/13/2015,34038.92645,0,2.21,3147,12255.22916
5/14/2015,44441.83181,0,2.21,3147,16962.42616
5/15/2015,17562.62466,0,2.21,3147,4799.888987
5/16/2015,36011.06797,0,2.21,3147,13147.60089
5/17/2015,42989.19423,0,2.21,3147,16305.12409
5/18/2015,35141.23444,0,2.21,3147,12754.01106
5/19/2015,23906.33383,0,2.21,3147,7670.345623
5/20/2015,45321.32492,0,2.21,3147,17360.38684
5/21/2015,44212.66895,0,2.21,3147,16858.73256
5/22/2015,46348.03544,0,2.21,3147,17824.96174
5/23/2015,45251.34008,0,2.21,3147,17328.71949
5/24/2015,38043.8426,0,2.21,3147,14067.40842
5/25/2015,24265.7021,0,2.21,3147,7832.955702
5/26/2015,37748.16827,0,2.21,3147,13933.61913
5/27/2015,27114.25772,0,2.21,3147,9121.894894
5/28/2015,44342.89876,0,2.21,3147,16917.66007
5/29/2015,36392.97788,0,2.21,3147,13320.4108
5/30/2015,21779.77551,0,2.21,3147,6708.102041
5/31/2015,19765.79632,0,2.21,3147,5796.799242
6/1/2015,38753.49738,0,2.21,3147,14388.51918
6/2/2015,44427.8591,0,2.21,3147,16956.10367
6/3/2015,45580.6124,0,2.21,3147,17477.71149
6/4/2015,41322.29475,0,2.21,3147,15550.87093
6/5/2015,30623.72342,0,2.21,3147,10709.88843
6/6/2015,45998.59884,0,2.21,3147,17666.84563
6/7/2015,36113.63496,0,2.21,3147,13194.0113
6/8/2015,26965.44826,0,2.21,3147,9054.560299
6/9/2015,35036.85943,0,2.21,3147,12706.78255
6/10/2015,30014.67235,0,2.21,3147,10434.29971
6/11/2015,38486.34193,0,2.21,3147,14267.63436
6/12/2015,14246.60775,0,2.21,3147,3299.428845
6/13/2015,39351.8674,0,2.21,3147,14659.27484
6/14/2015,19393.19181,0,2.21,3147,5628.199915
6/15/2015,28703.42725,0,2.21,3147,9840.97613
6/16/2015,41974.52556,0,2.21,3147,15845.99799
6/17/2015,39708.20275,0,2.21,3147,14820.51256
6/18/2015,32391.83372,0,2.21,3147,11509.93834
6/19/2015,45628.85756,0,2.21,3147,17499.54188
6/20/2015,43612.17059,0,2.21,3147,16587.01384
6/21/2015,40771.95266,0,2.21,3147,15301.84736
6/22/2015,38927.6991,0,2.21,3147,14467.34348
6/23/2015,27912.46536,0,2.21,3147,9483.074824
6/24/2015,43185.78703,0,2.21,3147,16394.0801
6/25/2015,21297.78997,0,2.21,3147,6490.009038
6/26/2015,44499.99719,0,2.21,3147,16988.74534
6/27/2015,15814.74848,0,2.21,3147,4008.994786
6/28/2015,18250.28791,0,2.21,3147,5111.048827
6/29/2015,41145.71591,0,2.21,3147,15470.971
6/30/2015,20888.34349,0,2.21,3147,6304.739136
7/1/2015,27870.91707,0,2.21,3147,9464.274694
7/2/2015,44877.46935,0,2.21,3147,17159.54722
7/3/2015,43235.28479,0,2.21,3147,16416.47728
7/4/2015,39873.60636,0,2.21,3147,14895.35582
7/5/2015,39645.31917,0,2.21,3147,14792.05845
7/6/2015,39887.51145,0,2.21,3147,14901.64771
7/7/2015,19018.51862,0,2.21,3147,5458.664534
7/8/2015,39866.8671,0,2.21,3147,14892.30638
7/9/2015,36575.74656,0,2.21,3147,13403.11156
7/10/2015,44341.63258,0,2.21,3147,16917.08714
7/11/2015,42885.27063,0,2.21,3147,16258.09983
7/12/2015,38052.45015,0,2.21,3147,14071.30324
7/13/2015,39791.58701,0,2.21,3147,14858.24299
7/14/2015,27721.54213,0,2.21,3147,9396.68422
7/15/2015,44284.3511,0,2.21,3147,16891.16792
7/16/2015,43109.48967,0,2.21,3147,16359.55641
7/17/2015,16162.86312,0,2.21,3147,4166.512722
7/18/2015,34191.78736,0,2.21,3147,12324.397
7/19/2015,35247.36535,0,2.21,3147,12802.03409
7/20/2015,38203.36834,0,2.21,3147,14139.59201
7/21/2015,44044.52696,0,2.21,3147,16782.65021
7/22/2015,44657.22415,0,2.21,3147,17059.88875
7/23/2015,44691.97555,0,2.21,3147,17075.61337
7/24/2015,40945.32649,0,2.21,3147,15380.29706
7/25/2015,24040.87274,0,2.21,3147,7731.22296
7/26/2015,41232.85995,0,2.21,3147,15510.40269
7/27/2015,42349.1686,0,2.21,3147,16015.51973
7/28/2015,41513.37325,0,2.21,3147,15637.33179
7/29/2015,38770.07495,0,2.21,3147,14396.02034
7/30/2015,38677.83899,0,2.21,3147,14354.28461
7/31/2015,31221.69353,0,2.21,3147,10980.46314
8/1/2015,37870.98173,0,2.21,3147,13989.19083
8/2/2015,30849.63089,0,2.21,3147,10812.109
8/3/2015,35888.71425,0,2.21,3147,13092.23722
8/4/2015,28845.63766,0,2.21,3147,9905.324734
8/5/2015,38579.54689,0,2.21,3147,14309.80855
8/6/2015,38260.04236,0,2.21,3147,14165.23636
8/7/2015,40652.3885,0,2.21,3147,15247.74593
8/8/2015,25191.27613,0,2.21,3147,8251.76748
8/9/2015,42529.05015,0,2.21,3147,16096.9141
8/10/2015,21175.32129,0,2.21,3147,6434.593346
8/11/2015,30164.48549,0,2.21,3147,10502.08846
8/12/2015,39942.85839,0,2.21,3147,14926.69158
8/13/2015,35958.11718,0,2.21,3147,13123.64126
8/14/2015,22130.19368,0,2.21,3147,6866.662298
8/15/2015,39822.40845,0,2.21,3147,14872.18934
8/16/2015,39594.58976,0,2.21,3147,14769.10396
8/17/2015,38924.46393,0,2.21,3147,14465.87961
8/18/2015,23297.51976,0,2.21,3147,7394.864143
8/19/2015,32739.12183,0,2.21,3147,11667.08227
8/20/2015,25134.57219,0,2.21,3147,8226.109589
8/21/2015,22409.24177,0,2.21,3147,6992.9284
8/22/2015,40949.26316,0,2.21,3147,15382.07835
8/23/2015,38719.50467,0,2.21,3147,14373.13786
8/24/2015,32627.29502,0,2.21,3147,11616.48191
8/25/2015,17462.04714,0,2.21,3147,4754.378796
8/26/2015,17332.27822,0,2.21,3147,4695.659829
8/27/2015,20333.09778,0,2.21,3147,6053.496734
8/28/2015,33126.11934,0,2.21,3147,11842.19427
8/29/2015,15393.70049,0,2.21,3147,3818.475334
8/30/2015,27514.23993,0,2.21,3147,9302.882322
8/31/2015,35174.44864,0,2.21,3147,12769.04011
9/1/2015,34206.66207,0,2.21,3147,12331.12763
9/2/2015,30544.58869,0,2.21,3147,10674.08086
9/3/2015,25874.74011,0,2.21,3147,8561.027198
9/4/2015,36621.32654,0,2.21,3147,13423.73599
9/5/2015,35724.70016,0,2.21,3147,13018.0227
9/6/2015,33013.32037,0,2.21,3147,11791.15401
9/7/2015,29999.43654,0,2.21,3147,10427.40568
9/8/2015,22482.94681,0,2.21,3147,7026.2791
9/9/2015,22300.06049,0,2.21,3147,6943.525109
9/10/2015,38524.19149,0,2.21,3147,14284.76086
9/11/2015,28564.51607,0,2.21,3147,9778.120392
9/12/2015,21401.54457,0,2.21,3147,6536.956819
9/13/2015,15059.18967,0,2.21,3147,3667.112973
9/14/2015,38119.63562,0,2.21,3147,14101.7039
9/15/2015,37238.38947,0,2.21,3147,13702.94999
9/16/2015,36692.20363,0,2.21,3147,13455.80707
9/17/2015,37211.67963,0,2.21,3147,13690.86409
9/18/2015,19931.94884,0,2.21,3147,5871.981374
9/19/2015,14998.65528,0,2.21,3147,3639.721845
9/20/2015,36250.00388,0,2.21,3147,13255.71669
9/21/2015,33665.26704,0,2.21,3147,12086.1525
9/22/2015,37578.33351,0,2.21,3147,13856.77082
9/23/2015,36318.73529,0,2.21,3147,13286.81687
9/24/2015,26702.31062,0,2.21,3147,8935.493493
9/25/2015,32537.06431,0,2.21,3147,11575.65353
9/26/2015,35981.79013,0,2.21,3147,13134.353
9/27/2015,29710.73992,0,2.21,3147,10296.77372
9/28/2015,14121.49352,0,2.21,3147,3242.816071
9/29/2015,17047.88694,0,2.21,3147,4566.975992
9/30/2015,33733.7207,0,2.21,3147,12117.12702
10/1/2015,36963.66059,0,2.21,3147,13578.63828
10/2/2015,28467.6222,0,2.21,3147,9734.277015
10/3/2015,23377.32794,0,2.21,3147,7430.976445
10/4/2015,14916.06031,0,2.21,3147,3602.348555
10/5/2015,16235.8416,0,2.21,3147,4199.534662
10/6/2015,15593.57025,0,2.21,3147,3908.91414
10/7/2015,23494.86139,0,2.21,3147,7484.159001
10/8/2015,27051.02489,0,2.21,3147,9093.282753
10/9/2015,12223.9097,0,2.21,3147,2384.18086
10/10/2015,31089.24117,0,2.21,3147,10920.52994
10/11/2015,31235.7944,0,2.21,3147,10986.84362
10/12/2015,30647.96257,0,2.21,3147,10720.85637
10/13/2015,14221.14087,0,2.21,3147,3287.905373
10/14/2015,25951.12476,0,2.21,3147,8595.590388
10/15/2015,21527.77399,0,2.21,3147,6594.074202
10/16/2015,20137.23824,0,2.21,3147,5964.872507
10/17/2015,27734.18441,0,2.21,3147,9402.404709
10/18/2015,19613.14619,0,2.21,3147,5727.726782
10/19/2015,20576.26334,0,2.21,3147,6163.526396
10/20/2015,13535.78665,0,2.21,3147,2977.790339
10/21/2015,10968.75934,0,2.21,3147,1816.239519
10/22/2015,27838.20672,0,2.21,3147,9449.473629
10/23/2015,32051.01382,0,2.21,3147,11355.72119
10/24/2015,11707.17165,0,2.21,3147,2150.362739
10/25/2015,20324.06945,0,2.21,3147,6049.411517
10/26/2015,18951.50672,0,2.21,3147,5428.342407
10/27/2015,25024.74702,0,2.21,3147,8176.414941
10/28/2015,1285.217315,1,1,0,1285.217315
10/29/2015,4400.910674,0,1,0,4400.910674
10/30/2015,7448.20276,0,1,0,7448.20276
10/31/2015,2930.151257,0,1,0,2930.151257
11/1/2015,1381.641517,0,1,0,1381.641517
11/2/2015,7443.638398,0,1,0,7443.638398
11/3/2015,9392.386008,0,1,0,9392.386008
11/4/2015,9524.748175,0,1,0,9524.748175
11/5/2015,5785.469452,0,1,0,5785.469452
11/6/2015,2748.004826,0,1,0,2748.004826
11/7/2015,4062.541109,0,1,0,4062.541109
11/8/2015,8882.551334,0,1,0,8882.551334
11/9/2015,9766.315928,0,1,0,9766.315928
11/10/2015,4432.883589,0,1,0,4432.883589
11/11/2015,3240.131167,0,1,0,3240.131167
11/12/2015,601.2017638,0,1,0,601.2017638
11/13/2015,2134.269327,0,1,0,2134.269327
11/14/2015,4033.781201,0,1,0,4033.781201
11/15/2015,6997.698432,0,1,0,6997.698432
11/16/2015,8493.966889,0,1,0,8493.966889
11/17/2015,7979.438735,0,1,0,7979.438735
11/18/2015,3021.170214,0,1,0,3021.170214
11/19/2015,5902.152701,0,1,0,5902.152701
11/20/2015,3470.926166,0,1,0,3470.926166
11/21/2015,2201.707824,0,1,0,2201.707824
11/22/2015,4785.087551,0,1,0,4785.087551
11/23/2015,3802.366141,0,1,0,3802.366141
11/24/2015,4347.371147,0,1,0,4347.371147
11/25/2015,7910.480933,0,1,0,7910.480933
11/26/2015,1306.011402,0,1,0,1306.011402
11/27/2015,847.3925633,0,1,0,847.3925633
11/28/2015,5743.227807,0,1,0,5743.227807
11/29/2015,1895.65464,0,1,0,1895.65464
11/30/2015,1985.709239,0,1,0,1985.709239
12/1/2015,1252.553271,0,1,0,1252.553271
12/2/2015,5073.061959,0,1,0,5073.061959
12/3/2015,3136.626957,0,1,0,3136.626957
12/4/2015,4042.261978,0,1,0,4042.261978
12/5/2015,5469.075592,0,1,0,5469.075592
12/6/2015,5624.232504,0,1,0,5624.232504
12/7/2015,1456.680999,0,1,0,1456.680999
12/8/2015,5513.280286,0,1,0,5513.280286
12/9/2015,2826.860803,0,1,0,2826.860803
12/10/2015,2687.959828,0,1,0,2687.959828
12/11/2015,3231.736834,0,1,0,3231.736834
12/12/2015,784.2247521,0,1,0,784.2247521
12/13/2015,1261.64049,0,1,0,1261.64049
12/14/2015,716.4079356,0,1,0,716.4079356
12/15/2015,4121.865292,0,1,0,4121.865292
12/16/2015,1752.116699,0,1,0,1752.116699
12/17/2015,4511.226922,0,1,0,4511.226922
12/18/2015,1230.374544,0,1,0,1230.374544
12/19/2015,2599.830901,0,1,0,2599.830901
12/20/2015,4216.051454,0,1,0,4216.051454
12/21/2015,478.9185191,0,1,0,478.9185191
12/22/2015,2851.668165,0,1,0,2851.668165
12/23/2015,2763.661569,0,1,0,2763.661569
12/24/2015,7816.028423,0,1,0,7816.028423
12/25/2015,5177.338047,0,1,0,5177.338047
12/26/2015,3764.366778,0,1,0,3764.366778
12/27/2015,1679.276801,0,1,0,1679.276801
12/28/2015,3622.589671,0,1,0,3622.589671
12/29/2015,1870.051997,0,1,0,1870.051997
12/30/2015,1165.184759,0,1,0,1165.184759
12/31/2015,2926.180978,0,1,0,2926.180978
1/1/2016,1735.505871,0,1,0,1735.505871
1/2/2016,606.9559191,0,1,0,606.9559191
1/3/2016,2210.190717,0,1,0,2210.190717
1/4/2016,8746.466649,0,1,0,8746.466649
1/5/2016,8600.375107,0,1,0,8600.375107
1/6/2016,6237.993904,0,1,0,6237.993904
1/7/2016,5843.213962,0,1,0,5843.213962
1/8/2016,4280.210552,0,1,0,4280.210552
1/9/2016,1906.247492,0,1,0,1906.247492
1/10/2016,1099.852666,0,1,0,1099.852666
1/11/2016,3433.372214,0,1,0,3433.372214
1/12/2016,3720.772283,0,1,0,3720.772283
1/13/2016,1636.064196,0,1,0,1636.064196
1/14/2016,1339.300342,0,1,0,1339.300342
1/15/2016,1958.290133,0,1,0,1958.290133
1/16/2016,1828.866767,0,1,0,1828.866767
1/17/2016,2184.569571,0,1,0,2184.569571
1/18/2016,4600.474428,0,1,0,4600.474428
1/19/2016,1041.892125,0,1,0,1041.892125
1/20/2016,2801.694025,0,1,0,2801.694025
1/21/2016,6292.691566,0,1,0,6292.691566
1/22/2016,6691.876944,0,1,0,6691.876944
1/23/2016,9801.328838,0,1,0,9801.328838
1/24/2016,1786.610018,0,1,0,1786.610018
1/25/2016,5032.173408,0,1,0,5032.173408
1/26/2016,1103.941625,0,1,0,1103.941625
1/27/2016,4721.036407,0,1,0,4721.036407
1/28/2016,1071.074519,0,1,0,1071.074519
1/29/2016,5093.028114,0,1,0,5093.028114
1/30/2016,1697.262164,0,1,0,1697.262164
1/31/2016,2414.159015,0,1,0,2414.159015
2/1/2016,4512.131303,0,1,0,4512.131303
2/2/2016,5136.172331,0,1,0,5136.172331
2/3/2016,5051.089793,0,1,0,5051.089793
2/4/2016,6915.69816,0,1,0,6915.69816
2/5/2016,5037.541577,0,1,0,5037.541577
2/6/2016,6434.960035,0,1,0,6434.960035
2/7/2016,6653.524832,0,1,0,6653.524832
2/8/2016,5915.411094,0,1,0,5915.411094
2/9/2016,1463.316556,0,1,0,1463.316556
2/10/2016,4491.383518,0,1,0,4491.383518
2/11/2016,7388.81547,0,1,0,7388.81547
2/12/2016,2730.505283,0,1,0,2730.505283
2/13/2016,5846.329547,0,1,0,5846.329547
2/14/2016,10929.0893,0,1,0,10929.0893
2/15/2016,3471.131158,0,1,0,3471.131158
2/16/2016,1737.820958,0,1,0,1737.820958
2/17/2016,2914.794545,0,1,0,2914.794545
2/18/2016,12234.27476,0,1,0,12234.27476
2/19/2016,2588.753001,0,1,0,2588.753001
2/20/2016,2554.895721,0,1,0,2554.895721
2/21/2016,7373.767769,0,1,0,7373.767769
2/22/2016,12791.58141,0,1,0,12791.58141
2/23/2016,11236.58156,0,1,0,11236.58156
2/24/2016,1176.560212,0,1,0,1176.560212
2/25/2016,2566.237749,0,1,0,2566.237749
2/26/2016,7722.399148,0,1,0,7722.399148
2/27/2016,7959.586639,0,1,0,7959.586639
2/28/2016,9455.474406,0,1,0,9455.474406
3/1/2016,3202.731841,0,1,0,3202.731841
3/2/2016,9419.559472,0,1,0,9419.559472
3/3/2016,8007.105111,0,1,0,8007.105111
3/4/2016,9114.640315,0,1,0,9114.640315
3/5/2016,6138.529872,0,1,0,6138.529872
3/6/2016,10962.13605,0,1,0,10962.13605
3/7/2016,4532.02294,0,1,0,4532.02294
3/8/2016,5785.012814,0,1,0,5785.012814
3/9/2016,4913.031989,0,1,0,4913.031989
3/10/2016,2254.479894,0,1,0,2254.479894
3/11/2016,9733.732114,0,1,0,9733.732114
3/12/2016,12347.14509,0,1,0,12347.14509
3/13/2016,8195.831542,0,1,0,8195.831542
3/14/2016,2552.431501,0,1,0,2552.431501
3/15/2016,4591.688369,0,1,0,4591.688369
3/16/2016,2496.053101,0,1,0,2496.053101
3/17/2016,5214.390551,0,1,0,5214.390551
3/18/2016,10752.61551,0,1,0,10752.61551
3/19/2016,14925.37516,0,1,0,14925.37516
3/20/2016,14194.26707,0,1,0,14194.26707
3/21/2016,11156.54819,0,1,0,11156.54819
3/22/2016,6170.966338,0,1,0,6170.966338
3/23/2016,9753.242285,0,1,0,9753.242285
3/24/2016,2649.849458,0,1,0,2649.849458
3/25/2016,6917.918449,0,1,0,6917.918449
3/26/2016,12852.9305,0,1,0,12852.9305
3/27/2016,15023.45927,0,1,0,15023.45927
3/28/2016,3661.8024,0,1,0,3661.8024
3/29/2016,15588.91742,0,1,0,15588.91742
3/30/2016,9938.602554,0,1,0,9938.602554
3/31/2016,2173.442853,0,1,0,2173.442853
4/1/2016,4832.316653,0,1,0,4832.316653
4/2/2016,10949.39844,0,1,0,10949.39844
4/3/2016,9509.410179,0,1,0,9509.410179
4/4/2016,12244.28587,0,1,0,12244.28587
4/5/2016,16586.6235,0,1,0,16586.6235
4/6/2016,3581.387041,0,1,0,3581.387041
4/7/2016,3942.821961,0,1,0,3942.821961
4/8/2016,11296.82191,0,1,0,11296.82191
4/9/2016,16845.48836,0,1,0,16845.48836
4/10/2016,8849.612621,0,1,0,8849.612621
4/11/2016,11156.01391,0,1,0,11156.01391
4/12/2016,10709.88824,0,1,0,10709.88824
4/13/2016,14250.38764,0,1,0,14250.38764
4/14/2016,16077.67773,0,1,0,16077.67773
4/15/2016,15917.49824,0,1,0,15917.49824
4/16/2016,15904.74595,0,1,0,15904.74595
4/17/2016,16277.02717,0,1,0,16277.02717
4/18/2016,14905.23728,0,1,0,14905.23728
4/19/2016,16212.10911,0,1,0,16212.10911
4/20/2016,16616.2165,0,1,0,16616.2165
4/21/2016,6362.527288,0,1,0,6362.527288
4/22/2016,7697.521478,0,1,0,7697.521478
4/23/2016,16827.72731,0,1,0,16827.72731
4/24/2016,9605.905667,0,1,0,9605.905667
4/25/2016,5428.190633,0,1,0,5428.190633
4/26/2016,6379.797018,0,1,0,6379.797018
4/27/2016,17076.19254,0,1,0,17076.19254
4/28/2016,11667.20913,0,1,0,11667.20913
4/29/2016,10515.02375,0,1,0,10515.02375
4/30/2016,15944.67096,0,1,0,15944.67096
5/1/2016,3764.795295,0,1,0,3764.795295
5/2/2016,13952.69508,0,1,0,13952.69508
5/3/2016,10233.52506,0,1,0,10233.52506
5/4/2016,13002.04109,0,1,0,13002.04109
5/5/2016,14296.38655,0,1,0,14296.38655
5/6/2016,17024.35095,0,1,0,17024.35095
5/7/2016,6479.413153,0,1,0,6479.413153
5/8/2016,11763.69907,0,1,0,11763.69907
5/9/2016,17454.51152,0,1,0,17454.51152
5/10/2016,17410.40628,0,1,0,17410.40628
5/11/2016,17235.7017,0,1,0,17235.7017
5/12/2016,13586.93564,0,1,0,13586.93564
5/13/2016,11955.13592,0,1,0,11955.13592
5/14/2016,3912.07911,0,1,0,3912.07911
5/15/2016,8034.847361,0,1,0,8034.847361
5/16/2016,13776.66323,0,1,0,13776.66323
5/17/2016,17407.14957,0,1,0,17407.14957
5/18/2016,13119.96796,0,1,0,13119.96796
5/19/2016,16482.10891,0,1,0,16482.10891
5/20/2016,16653.08021,0,1,0,16653.08021
5/21/2016,14300.22032,0,1,0,14300.22032
5/22/2016,16914.40412,0,1,0,16914.40412
5/23/2016,17309.53552,0,1,0,17309.53552
5/24/2016,17220.29297,0,1,0,17220.29297
5/25/2016,15197.61007,0,1,0,15197.61007
5/26/2016,9743.0533,0,1,0,9743.0533
5/27/2016,14651.45326,0,1,0,14651.45326
5/28/2016,14617.94703,0,1,0,14617.94703
5/29/2016,12857.20658,0,1,0,12857.20658
5/30/2016,14520.99624,0,1,0,14520.99624
5/31/2016,17459.90814,0,1,0,17459.90814
6/1/2016,16670.42035,0,1,0,16670.42035
6/2/2016,14442.93634,0,1,0,14442.93634
6/3/2016,16932.50294,0,1,0,16932.50294
6/4/2016,17125.93379,0,1,0,17125.93379
6/5/2016,10750.02672,0,1,0,10750.02672
6/6/2016,10134.00449,0,1,0,10134.00449
